Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Industrial,2025 Q3,All,2025 Q2,Modesto - CA USA - Stanislaus County  (Cluster),62771939,8.81,-944625,1184650,6.05933479964733%,1745
Industrial,2025 Q3,All,2025 Q2,Modesto - CA USA - Turlock,7519812,10.38,-27853,20438,2.62350980192423%,347
Industrial,2025 Q3,All,2025 Q2,Monroe - MI USA - Monroe County  (Cluster),17963029,6.8,-1696,-6677,1.4539641328156%,308
Industrial,2025 Q3,All,2025 Q2,Monroe - MI USA - Monroe County,17963029,6.8,-1696,-6677,1.4539641328156%,308
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Downtown Montgomery (Cluster),734227,10.28,4419,-153,6.11963346600533%,41
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Downtown Montgomery,734227,10.28,4419,-153,6.11963346600533%,41
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Lowndes County (Cluster),350566,5.33,-1086,-78,0.287535018287599%,10
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Lowndes County,350566,5.33,-1086,-78,0.287535018287599%,10
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - North Montgomery (Cluster),13891044,6.81,-148464,-3047,4.33462746441364%,383
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - North Montgomery,13891044,6.81,-148464,-3047,4.33462746441364%,383
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Autauga County (Cluster),1482151,5.65,-158579,-335,11.6888903081417%,18
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Autauga County,1482151,5.65,-158579,-335,11.6888903081417%,18
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Elmore County (Cluster),2414876,5.89,-21589,-542,37.7440512180328%,63
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Elmore County,2414876,5.89,-21589,-542,37.7440512180328%,63
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Montgomery Cnty (Cluster),4012691,7.12,-35487,-1064,1.03249913081527%,69
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Outlying Montgomery Cnty,4012691,7.12,-35487,-1064,1.03249913081527%,69
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Prattville/Millbrook (Cluster),1051583,6.61,-14835,-261,1.61442328244448%,49
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - Prattville/Millbrook,1051583,6.61,-14835,-261,1.61442328244448%,49
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - South Montgomery (Cluster),14973751,5.38,-1569962,456003,16.6097328066826%,277
Industrial,2025 Q3,All,2025 Q2,Montgomery - AL USA - South Montgomery,14973751,5.38,-1569962,456003,16.6097328066826%,277
Industrial,2025 Q3,All,2025 Q2,Muncie - IN USA - Delaware County  (Cluster),13151099,4.92,11117,-4346,5.28343692421913%,354
Industrial,2025 Q3,All,2025 Q2,Muncie - IN USA - Delaware County,13151099,4.92,11117,-4346,5.28343692421913%,354
Industrial,2025 Q3,All,2025 Q2,Muskegon - MI USA - Eastern Muskegon County,5695598,4.84,-73386,-1836,3.25958766043186%,135
Industrial,2025 Q3,All,2025 Q2,Muskegon - MI USA - Muskegon County (Cluster),23261551,5.04,49836,138371,2.66772843897343%,705
Industrial,2025 Q3,All,2025 Q2,Muskegon - MI USA - Muskegon Heights,10066525,4.83,77249,-4394,2.01889928430319%,359
Industrial,2025 Q3,All,2025 Q2,Muskegon - MI USA - Northern Muskegon County,2149556,5.74,-5260,-701,0.212090299464762%,76
Industrial,2025 Q3,All,2025 Q2,Muskegon - MI USA - Norton Shores,5349872,5.38,51180,145302,4.24613915383816%,135
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Conway (Cluster),668598,8.93,3734,-144,0.302423886023462%,26
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Conway,668598,8.93,3734,-144,0.302423886023462%,26
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Downtown Myrtle Beach (Cluster),1680632,12.5,-48000,-329,6.56086504459381%,137
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Downtown Myrtle Beach,1680632,12.5,-48000,-329,6.56086504459381%,137
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Greater Myrtle Beach (Cluster),2276699,13.34,-46170,-479,2.22862139344215%,130
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Greater Myrtle Beach,2276699,13.34,-46170,-479,2.22862139344215%,130
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Leland (Cluster),3954676,8.93,140863,99105,7.36563503742218%,137
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Leland,3954676,8.93,140863,99105,7.36563503742218%,137
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - North Myrtle Beach (Cluster),118263,14.21,9632,-54,5.35078607499599%,23
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - North Myrtle Beach,118263,14.21,9632,-54,5.35078607499599%,23
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Outlying Horry County (Cluster),7094913,10.74,58883,157580,6.27090111374855%,414
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Outlying Horry County,7094913,10.74,58883,157580,6.27090111374855%,414
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Socastee/Red Hill (Cluster),2708820,9.91,-1760,-637,7.29775354266167%,191
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Socastee/Red Hill,2708820,9.91,-1760,-637,7.29775354266167%,191
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Southport/St James (Cluster),403124,14.29,12080,-77,0.297179026529193%,48
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - Southport/St James,403124,14.29,12080,-77,0.297179026529193%,48
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - West Brunswick (Cluster),844078,10.65,-25498,-151,3.00327688455582%,92
Industrial,2025 Q3,All,2025 Q2,Myrtle Beach - SC USA - West Brunswick,844078,10.65,-25498,-151,3.00327688455582%,92
Industrial,2025 Q3,All,2025 Q2,Napa - CA USA - Napa County  (Cluster),20528999,17.45,-613755,313074,9.96306762099266%,512
Industrial,2025 Q3,All,2025 Q2,Napa - CA USA - Napa County,20528999,17.45,-613755,313074,9.96306762099266%,512
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Collier County (Cluster),14555062,18.18,-316399,14385,3.86403016746044%,1073
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - East Naples,5950594,18.48,-209436,-1198,5.26965893805027%,448
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Golden Gate,96556,20.64,2657,-58,0.295165507122874%,16
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Lely,9962,18.79,-31,-1,0.301144341938198%,2
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Marco Island,103572,31.73,-2241,-20,2.14440189301968%,10
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Naples,63918,21.06,-222,-31,0.298820366151631%,10
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - North Naples,4810070,18.89,-96873,-890,3.40209193527699%,470
Industrial,2025 Q3,All,2025 Q2,Naples - FL USA - Outlying Collier County,3520390,16.2,-10253,16583,2.34252456575632%,117
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Cannon County  (Cluster),163412,12.32,-2112,-57,1.2575576081872%,10
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Cannon County,163412,12.32,-2112,-57,1.2575576081872%,10
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Cheatham County  (Cluster),2189676,14.59,-41661,-822,2.08446364849806%,35
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Cheatham County,2189676,14.59,-41661,-822,2.08446364849806%,35
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Dickson County  (Cluster),5646514,7.58,-179730,-7155,5.8425959199667%,92
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Dickson County,5646514,7.58,-179730,-7155,5.8425959199667%,92
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - East  (Cluster),13315780,15,-521810,-5018,5.86212016642094%,306
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - East,13315780,15,-521810,-5018,5.86212016642094%,306
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Hickman County  (Cluster),769958,11.08,71702,16725,6.26475736498833%,32
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Hickman County,769958,11.08,71702,16725,6.26475736498833%,32
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - IBD  (Cluster),16097868,15.79,-231423,-34408,5.7411327958107%,717
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - IBD,16097868,15.79,-231423,-34408,5.7411327958107%,717
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Macon County  (Cluster),891591,15.12,-38526,-331,4.28402721881866%,12
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Macon County,891591,15.12,-38526,-331,4.28402721881866%,12
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Maury County  (Cluster),21495018,11.05,121547,-8682,9.70261543989182%,309
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Maury County,21495018,11.05,121547,-8682,9.70261543989182%,309
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - North  (Cluster),53394304,11.79,1304079,2091082,5.42662553489208%,1225
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - North,53394304,11.79,1304079,2091082,5.42662553489208%,1225
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Robertson County  (Cluster),12979870,8.75,732814,-6512,4.12101969122887%,160
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Robertson County,12979870,8.75,732814,-6512,4.12101969122887%,160
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Smith County  (Cluster),1782813,8.93,-23282,-664,1.26866921782494%,31
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Smith County,1782813,8.93,-23282,-664,1.26866921782494%,31
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Southeast  (Cluster),82460677,12.4,484632,872422,6.02292418479919%,1039
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Southeast,82460677,12.4,484632,872422,6.02292418479919%,1039
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Southwest  (Cluster),16476579,17.56,-56060,7545,4.33573015034199%,573
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Southwest,16476579,17.56,-56060,7545,4.33573015034199%,573
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Trousdale County  (Cluster),514136,13.42,-37064,-189,7.17281028628349%,13
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Trousdale County,514136,13.42,-37064,-189,7.17281028628349%,13
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - West  (Cluster),8321556,13.5,-196377,122760,6.13132938742638%,246
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - West,8321556,13.5,-196377,122760,6.13132938742638%,246
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Wilson County  (Cluster),55034758,10.64,-415164,1674757,7.98618942499161%,502
Industrial,2025 Q3,All,2025 Q2,Nashville - TN USA - Wilson County,55034758,10.64,-415164,1674757,7.98618942499161%,502
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Ansonia (Cluster),2371947,10.08,2554,-881,3.54021415114403%,68
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Ansonia,2371947,10.08,2554,-881,3.54021415114403%,68
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Branford (Cluster),4308244,11.03,-114895,-1406,6.36045709252357%,171
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Branford,4308244,11.03,-114895,-1406,6.36045709252357%,171
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Cheshire (Cluster),5361449,10.28,-180541,-1833,5.23186922073364%,131
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Cheshire,5361449,10.28,-180541,-1833,5.23186922073364%,131
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - East Haven (Cluster),1352784,9.13,11525,-442,0.998089835047722%,56
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - East Haven,1352784,9.13,11525,-442,0.998089835047722%,56
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Guilford (Cluster),1225096,12.05,8700,11610,1.29891857504845%,51
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Guilford,1225096,12.05,8700,11610,1.29891857504845%,51
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Hamden (Cluster),4122459,10.04,8787,-1424,5.63843101263046%,168
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Hamden,4122459,10.04,8765,-1424,5.6389644742012%,168
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Meriden (Cluster),6155105,7.92,-226542,-2123,11.8400901556015%,172
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Meriden,6155105,7.92,-226542,-2123,11.8400901556015%,172
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Middlebury (Cluster),535128,10.44,-7321,-663,24.6030852198601%,10
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Middlebury,535128,10.44,-7321,-663,24.6030852198601%,10
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Milford (Cluster),7450103,11.23,112447,-2642,7.56236538290977%,307
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Milford,7450103,11.23,112447,-2642,7.56236538290977%,307
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Naugatuck (Cluster),5345702,10.4,89229,59293,2.51517947763205%,178
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Naugatuck,5345702,10.4,89229,59293,2.51517947763205%,178
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - New Haven (Cluster),6989296,10.65,-4316,-11174,5.04236780107021%,239
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - New Haven,6989296,10.65,-4372,-11174,5.04316873848438%,239
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - North Haven (Cluster),7918360,10.16,-217512,-3132,7.30639919638634%,156
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - North Haven,7918360,10.16,-217512,-3132,7.30639919638634%,156
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Orange (Cluster),2560850,12.39,-100479,-910,19.1188856959343%,49
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Orange,2560850,12.39,-100479,-910,19.1188856959343%,49
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Seymour (Cluster),1577185,10.95,-13535,-595,5.57169876992702%,44
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Seymour,1577185,10.95,-13535,-595,5.57169876992702%,44
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Southbury (Cluster),208609,11.25,-1303,-66,0.593454763293266%,12
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Southbury,208609,11.25,-1303,-66,0.593454763293266%,12
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Wallingford (Cluster),9332884,10.41,-45591,-3368,3.10941394418478%,208
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Wallingford,9332884,10.41,-45597,-3368,3.10947820544243%,208
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Waterbury (Cluster),10952475,8.18,-175002,-3919,3.9120014756918%,387
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Waterbury,10952475,8.18,-175002,-3919,3.9120014756918%,387
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - West Haven (Cluster),6886874,8.56,123131,103569,3.34977805614471%,199
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - West Haven,6886874,8.57,123061,103569,3.35079468786716%,199
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Woodbridge (Cluster),465009,12.22,-18174,-140,6.02999068796635%,35
Industrial,2025 Q3,All,2025 Q2,New Haven - CT USA - Woodbridge,465009,12.22,-18174,-140,6.02999068796635%,35
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Chalmette (Cluster),1758284,11.96,-8584,-406,0.465112598612905%,144
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Chalmette,1758284,11.96,-8584,-406,0.465112598612905%,144
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Elmwood/Harahan (Cluster),16720721,10.4,239846,131,2.17116232961416%,639
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Elmwood/Harahan,16720721,10.4,239796,131,2.17146147042513%,639
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - French Quarter (Cluster),30581,12.95,-92,-7,0.277950358577073%,3
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - French Quarter,30581,12.95,-92,-7,0.277950358577073%,3
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Gentilly/St Claude (Cluster),4541928,8.37,-18182,-1156,0.37488485686481%,160
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Gentilly/St Claude,4541928,8.37,-18182,-1156,0.37488485686481%,160
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Jefferson (Cluster),2362501,10.28,-50632,-587,2.4996392428875%,107
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Jefferson,2362501,10.28,-50632,-587,2.4996392428875%,107
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Kenner (Cluster),6044780,12.41,-53856,-1318,1.30428234115243%,665
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Kenner,6044780,12.41,-53856,-1318,1.30428234115243%,665
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Lakeview (Cluster),25522,13.45,-75,-5,0.27427317108959%,5
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Lakeview,25522,13.45,-75,-5,0.27427317108959%,5
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Mandeville/Covington (Cluster),2368615,12.92,62076,14269,3.08560058474541%,161
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Mandeville/Covington,2368615,12.92,62076,14269,3.08560058474541%,161
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Marigny/Bywater (Cluster),766363,14.56,-10119,-253,12.7195596694946%,69
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Marigny/Bywater,766363,14.56,-10119,-253,12.7195596694946%,69
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Metairie (Cluster),4147039,12.95,-88703,-993,2.3312296718359%,329
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Metairie,4147039,12.95,-88703,-993,2.3312296718359%,329
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Mid-City/Central City (Cluster),5319441,12.21,-74102,-1585,2.91914138942957%,341
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Mid-City/Central City,5319441,12.21,-74102,-1585,2.91914138942957%,341
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - New Orleans CBD (Cluster),188224,12.18,-592,-65,0.279985554516315%,12
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - New Orleans CBD,188224,12.18,-592,-65,0.279985554516315%,12
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - New Orleans East (Cluster),7093893,9.4,-2823,-2094,3.0757300555706%,221
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - New Orleans East,7093893,9.4,-2823,-2094,3.0757300555706%,221
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Outer Jefferson Parish (Cluster),6911471,9.05,223461,-1710,6.62372708320618%,364
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Outer Jefferson Parish,6911471,9.05,223461,-1710,6.62372708320618%,364
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Plaquemines Parish (Cluster),1968708,11.28,-7134,-455,3.93770933151245%,165
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Plaquemines Parish,1968708,11.28,-7134,-455,3.93770933151245%,165
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - River Ridge (Cluster),167621,13.9,-497,-36,0.275025214068592%,20
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - River Ridge,167621,13.9,-497,-36,0.275025214068592%,20
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Slidell (Cluster),3927094,15.59,23109,30913,0.973085965961218%,149
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Slidell,3927094,15.59,23109,30913,0.973085965961218%,149
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Bernard Parish (Cluster),294699,13.71,-7059,-68,2.37292964011431%,20
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Bernard Parish,294699,13.71,-7059,-68,2.37292964011431%,20
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Charles Parish (Cluster),5738816,10.94,-18378,123509,9.05366167426109%,150
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Charles Parish,5738816,10.94,-18378,123509,9.05366167426109%,150
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St John Baptist Parish (Cluster),2335327,10.57,-23700,-590,1.20539860799909%,86
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St John Baptist Parish,2335327,10.57,-23700,-590,1.20539860799909%,86
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Tammany Parish (Cluster),1507881,11.27,38845,77628,7.80665054917336%,90
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - St Tammany Parish,1507881,11.27,38845,77628,7.80665054917336%,90
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Uptown/Garden District (Cluster),3487076,10.69,-44144,-943,2.82293818891048%,195
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Uptown/Garden District,3487076,10.69,-44144,-943,2.82293818891048%,195
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Warehouse/Arts District (Cluster),705167,12.84,-18880,-215,2.64774151146412%,53
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Warehouse/Arts District,705167,12.84,-18880,-215,2.64774151146412%,53
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Westbank (Cluster),5166904,9.98,156677,-1186,1.38883944600821%,451
Industrial,2025 Q3,All,2025 Q2,New Orleans - LA USA - Westbank,5166904,9.98,156677,-1186,1.38883944600821%,451
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Bronx (Cluster),35346651,25.9,-111049,1289228,11.7458648979664%,1594
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Bronx,35346651,25.9,-111049,1289228,11.7458648979664%,1594
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Brooklyn  (Cluster),100122334,32.21,1530463,1646398,6.78051337599754%,5107
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Brunswick/Exit 9,25179597,13.99,-94554,-52589,10.3990942239761%,429
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Brunswick/Piscataway  (Cluster),241192155,14.43,-1114495,2321796,8.07493254542351%,2581
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Carlstadt/Rutherford,22310237,17.29,393302,113291,10.0478671491146%,467
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Carteret/Avenel,23657445,16.48,1819565,827267,10.2847412228584%,212
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Central Bergen  (Cluster),31355493,18.06,97588,152248,6.66558146476746%,1338
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Central Queens,24147994,28.22,-7272,-16513,4.39358651638031%,880
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Chelsea,975220,52.44,-791,-3116,2.78808884322643%,12
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - City Hall,809730,22.87,9760,-550,0.270460522733629%,5
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Columbus Circle,581752,39.56,-6051,-736,7.79008939862251%,9
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Downtown (Cluster),874932,22.88,9052,-1083,0.270306714810431%,12
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - East I-287 Corridor (Cluster),3003357,25.48,-77097,-2062,4.80192676186562%,165
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - East I-287 Corridor,3003357,25.48,-77097,-2062,4.80192676186562%,165
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Eastern Monmouth,13147698,16.95,156095,229700,5.71483299136162%,592
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Englewood/Edgewater,10379870,19.38,67123,-7959,6.20099306106567%,406
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Exit 10,48198573,14.75,-108195,-33082,3.88261899352074%,476
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Exit 8A,80960352,13.27,-3058537,470849,8.37786346673965%,419
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Financial District,5168,24.42,-17,-3,0.270897825248539%,1
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Gramercy Park,24861,59.78,293,-25,14.0058726072311%,4
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Greenwich Village,73903,39.28,-228,-55,0.234090629965067%,10
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Hackensack/Teaneck,7032481,17.48,-47260,178401,7.3634184896946%,451
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Harlem/North Manhattan,869503,36.88,3331,-1569,6.27749413251877%,49
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Hudson Square,1143056,39.17,-4176,-1261,0.255018123425543%,10
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Hudson Waterfront  (Cluster),40121362,18.34,-277876,776914,10.5206720530987%,987
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Hudson Waterfront,40121362,18.34,-277876,776914,10.5206720530987%,987
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Insurance District,20258,22.95,-68,-15,0.261625042185187%,4
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Lyndhurst/Harrison,23186009,16.5,-307610,305464,6.67163580656052%,389
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Meadowlands  (Cluster),100680794,17.22,177686,499733,6.78387209773064%,1701
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Midtown (Cluster),2864677,40.12,-122905,-3348,7.03960657119751%,34
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Midtown South (Cluster),2375280,46.8,-5544,-4719,1.43730426207185%,49
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Monmouth  (Cluster),30312038,16.34,595623,391943,8.61759930849075%,1125
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - Murray Hill,170519,31.15,-578,-116,0.270937546156347%,2
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - North (Cluster),2546326,25.74,51428,-1706,5.12369573116302%,100
Industrial,2025 Q3,All,2025 Q2,New York - NY USA - North,2546326,25.74,51428,-1706,5.12369573116302%,100
